Fecha,Atributo,Valor
01/01/2023 00:00,Capachica,100.4
01/02/2023 00:00,Capachica,124
01/03/2023 00:00,Capachica,161.9
01/04/2023 00:00,Capachica,6.8
01/05/2023 00:00,Capachica,24.5
01/06/2023 00:00,Capachica,0
01/07/2023 00:00,Capachica,2.3
01/08/2023 00:00,Capachica,0
01/09/2023 00:00,Capachica,7.4
01/10/2023 00:00,Capachica,33.5
01/11/2023 00:00,Capachica,103.2
01/12/2023 00:00,Capachica,132.4
01/01/2024 00:00,Capachica,124.9
01/02/2024 00:00,Capachica,192.6
01/03/2024 00:00,Capachica,181.9
01/04/2024 00:00,Capachica,50.8
01/05/2024 00:00,Capachica,9.1
01/06/2024 00:00,Capachica,0
01/07/2024 00:00,Capachica,0
01/08/2024 00:00,Capachica,0
01/09/2024 00:00,Capachica,12.3
01/10/2024 00:00,Capachica,31.1
01/11/2024 00:00,Capachica,171.4
01/12/2024 00:00,Capachica,23.8
01/01/1964 00:00,Juliaca,64.2
01/02/1964 00:00,Juliaca,108.6
01/03/1964 00:00,Juliaca,120.8
01/04/1964 00:00,Juliaca,24.7
01/05/1964 00:00,Juliaca,15.7
01/06/1964 00:00,Juliaca,0
01/07/1964 00:00,Juliaca,2.7
01/08/1964 00:00,Juliaca,0
01/09/1964 00:00,Juliaca,9.8
01/10/1964 00:00,Juliaca,39.6
01/11/1964 00:00,Juliaca,56.7
01/12/1964 00:00,Juliaca,57.9
01/01/1965 00:00,Juliaca,92.5
01/02/1965 00:00,Juliaca,97.7
01/03/1965 00:00,Juliaca,77
01/04/1965 00:00,Juliaca,30
01/05/1965 00:00,Juliaca,1
01/06/1965 00:00,Juliaca,0
01/07/1965 00:00,Juliaca,1
01/08/1965 00:00,Juliaca,0
01/09/1965 00:00,Juliaca,9
01/10/1965 00:00,Juliaca,11.9
01/11/1965 00:00,Juliaca,51.5
01/12/1965 00:00,Juliaca,141.4
01/01/1966 00:00,Juliaca,58.4
01/02/1966 00:00,Juliaca,71.7
01/03/1966 00:00,Juliaca,54.9
01/04/1966 00:00,Juliaca,18.9
01/05/1966 00:00,Juliaca,43.5
01/06/1966 00:00,Juliaca,0
01/07/1966 00:00,Juliaca,0
01/08/1966 00:00,Juliaca,0
01/09/1966 00:00,Juliaca,21.8
01/10/1966 00:00,Juliaca,34.8
01/11/1966 00:00,Juliaca,54.5
01/12/1966 00:00,Juliaca,53.9
01/01/1967 00:00,Juliaca,58.3
01/02/1967 00:00,Juliaca,79.4
01/03/1967 00:00,Juliaca,146.6
01/04/1967 00:00,Juliaca,21.3
01/05/1967 00:00,Juliaca,9.7
01/06/1967 00:00,Juliaca,2.2
01/07/1967 00:00,Juliaca,5
01/08/1967 00:00,Juliaca,12.4
01/09/1967 00:00,Juliaca,43.6
01/10/1967 00:00,Juliaca,21.4
01/11/1967 00:00,Juliaca,7.3
01/12/1967 00:00,Juliaca,149.7
01/01/1968 00:00,Juliaca,60.6
01/02/1968 00:00,Juliaca,164.9
01/03/1968 00:00,Juliaca,53.5
01/04/1968 00:00,Juliaca,52
01/05/1968 00:00,Juliaca,9.3
01/06/1968 00:00,Juliaca,4
01/07/1968 00:00,Juliaca,7
01/08/1968 00:00,Juliaca,2.1
01/09/1968 00:00,Juliaca,29.8
01/10/1968 00:00,Juliaca,62.8
01/11/1968 00:00,Juliaca,116.9
01/12/1968 00:00,Juliaca,28.3
01/01/1969 00:00,Juliaca,133.4
01/02/1969 00:00,Juliaca,46.5
01/03/1969 00:00,Juliaca,29.7
01/04/1969 00:00,Juliaca,55.7
01/05/1969 00:00,Juliaca,0
01/06/1969 00:00,Juliaca,3.2
01/07/1969 00:00,Juliaca,14.2
01/08/1969 00:00,Juliaca,0
01/09/1969 00:00,Juliaca,8.1
01/10/1969 00:00,Juliaca,29.2
01/11/1969 00:00,Juliaca,45.2
01/12/1969 00:00,Juliaca,31.6
01/01/1970 00:00,Juliaca,190.4
01/02/1970 00:00,Juliaca,98.1
01/03/1970 00:00,Juliaca,115.3
01/04/1970 00:00,Juliaca,55.6
01/05/1970 00:00,Juliaca,3.2
01/06/1970 00:00,Juliaca,0
01/07/1970 00:00,Juliaca,0
01/08/1970 00:00,Juliaca,0
01/09/1970 00:00,Juliaca,22.9
01/10/1970 00:00,Juliaca,11.8
01/11/1970 00:00,Juliaca,42.2
01/12/1970 00:00,Juliaca,114.8
01/01/1971 00:00,Juliaca,127.2
01/02/1971 00:00,Juliaca,125.7
01/03/1971 00:00,Juliaca,90
01/04/1971 00:00,Juliaca,43.3
01/05/1971 00:00,Juliaca,0.8
01/06/1971 00:00,Juliaca,3.185508335
01/07/1971 00:00,Juliaca,0.7
01/08/1971 00:00,Juliaca,5.7
01/09/1971 00:00,Juliaca,10.8
01/10/1971 00:00,Juliaca,30.8
01/11/1971 00:00,Juliaca,47.4
01/12/1971 00:00,Juliaca,103.3
01/01/1972 00:00,Juliaca,217.7
01/02/1972 00:00,Juliaca,97.9
01/03/1972 00:00,Juliaca,109.9
01/04/1972 00:00,Juliaca,18.8
01/05/1972 00:00,Juliaca,2
01/06/1972 00:00,Juliaca,0
01/07/1972 00:00,Juliaca,0
01/08/1972 00:00,Juliaca,0.8
01/09/1972 00:00,Juliaca,29
01/10/1972 00:00,Juliaca,34.5
01/11/1972 00:00,Juliaca,81.7
01/12/1972 00:00,Juliaca,74.2
01/01/1973 00:00,Juliaca,142.3
01/02/1973 00:00,Juliaca,107.4
01/03/1973 00:00,Juliaca,74.7
01/04/1973 00:00,Juliaca,80.3
01/05/1973 00:00,Juliaca,15.7
01/06/1973 00:00,Juliaca,1.2
01/07/1973 00:00,Juliaca,5.4
01/08/1973 00:00,Juliaca,9.2
01/09/1973 00:00,Juliaca,20
01/10/1973 00:00,Juliaca,45
01/11/1973 00:00,Juliaca,14.2
01/12/1973 00:00,Juliaca,44.4
01/01/1974 00:00,Juliaca,150.9
01/02/1974 00:00,Juliaca,79
01/03/1974 00:00,Juliaca,69.9
01/04/1974 00:00,Juliaca,19.9
01/05/1974 00:00,Juliaca,1.8
01/06/1974 00:00,Juliaca,8.4
01/07/1974 00:00,Juliaca,0
01/08/1974 00:00,Juliaca,44.8
01/09/1974 00:00,Juliaca,10.7
01/10/1974 00:00,Juliaca,40.9
01/11/1974 00:00,Juliaca,39.9
01/12/1974 00:00,Juliaca,69.4
01/01/1975 00:00,Juliaca,137.1
01/02/1975 00:00,Juliaca,126.8
01/03/1975 00:00,Juliaca,100.5
01/04/1975 00:00,Juliaca,16.6
01/05/1975 00:00,Juliaca,33.9
01/06/1975 00:00,Juliaca,0.2
01/07/1975 00:00,Juliaca,0
01/08/1975 00:00,Juliaca,1.5
01/09/1975 00:00,Juliaca,21
01/10/1975 00:00,Juliaca,74.3
01/11/1975 00:00,Juliaca,25.9
01/12/1975 00:00,Juliaca,124.6
01/01/1976 00:00,Juliaca,148.7
01/02/1976 00:00,Juliaca,83
01/03/1976 00:00,Juliaca,48.8
01/04/1976 00:00,Juliaca,11.9
01/05/1976 00:00,Juliaca,23.3
01/06/1976 00:00,Juliaca,1
01/07/1976 00:00,Juliaca,0
01/08/1976 00:00,Juliaca,4.1
01/09/1976 00:00,Juliaca,71.3
01/10/1976 00:00,Juliaca,0
01/11/1976 00:00,Juliaca,6.3
01/12/1976 00:00,Juliaca,33.3
01/01/1977 00:00,Juliaca,56.1
01/02/1977 00:00,Juliaca,180.8
01/03/1977 00:00,Juliaca,104.6
01/04/1977 00:00,Juliaca,5
01/05/1977 00:00,Juliaca,1.4
01/06/1977 00:00,Juliaca,0
01/07/1977 00:00,Juliaca,0
01/08/1977 00:00,Juliaca,0
01/09/1977 00:00,Juliaca,27.4
01/10/1977 00:00,Juliaca,49.2
01/11/1977 00:00,Juliaca,92.2
01/12/1977 00:00,Juliaca,88.9
01/01/1978 00:00,Juliaca,208.2
01/02/1978 00:00,Juliaca,127.9
01/03/1978 00:00,Juliaca,78.1
01/04/1978 00:00,Juliaca,42.1
01/05/1978 00:00,Juliaca,0
01/06/1978 00:00,Juliaca,0
01/07/1978 00:00,Juliaca,0
01/08/1978 00:00,Juliaca,0
01/09/1978 00:00,Juliaca,4.1
01/10/1978 00:00,Juliaca,11.6
01/11/1978 00:00,Juliaca,83
01/12/1978 00:00,Juliaca,160.7
01/01/1979 00:00,Juliaca,137.7
01/02/1979 00:00,Juliaca,56.6
01/03/1979 00:00,Juliaca,103
01/04/1979 00:00,Juliaca,23.6
01/05/1979 00:00,Juliaca,0
01/06/1979 00:00,Juliaca,0
01/07/1979 00:00,Juliaca,0
01/08/1979 00:00,Juliaca,0
01/09/1979 00:00,Juliaca,0
01/10/1979 00:00,Juliaca,81.1
01/11/1979 00:00,Juliaca,10.9
01/12/1979 00:00,Juliaca,76.2
01/01/1980 00:00,Juliaca,55.7
01/02/1980 00:00,Juliaca,60
01/03/1980 00:00,Juliaca,174.4
01/04/1980 00:00,Juliaca,15.1
01/05/1980 00:00,Juliaca,1.6
01/06/1980 00:00,Juliaca,0
01/07/1980 00:00,Juliaca,3.411966528
01/08/1980 00:00,Juliaca,21.6
01/09/1980 00:00,Juliaca,31.2
01/10/1980 00:00,Juliaca,72.3
01/11/1980 00:00,Juliaca,47.2
01/12/1980 00:00,Juliaca,40
01/01/1981 00:00,Juliaca,137.3
01/02/1981 00:00,Juliaca,173.5
01/03/1981 00:00,Juliaca,158.3
01/04/1981 00:00,Juliaca,71.3
01/05/1981 00:00,Juliaca,14
01/06/1981 00:00,Juliaca,0
01/07/1981 00:00,Juliaca,0
01/08/1981 00:00,Juliaca,25.8
01/09/1981 00:00,Juliaca,26.1
01/10/1981 00:00,Juliaca,72.5
01/11/1981 00:00,Juliaca,70.5
01/12/1981 00:00,Juliaca,59.9
01/01/1982 00:00,Juliaca,209.3
01/02/1982 00:00,Juliaca,61.1
01/03/1982 00:00,Juliaca,101.1
01/04/1982 00:00,Juliaca,105.8
01/05/1982 00:00,Juliaca,0
01/06/1982 00:00,Juliaca,0
01/07/1982 00:00,Juliaca,0
01/08/1982 00:00,Juliaca,4
01/09/1982 00:00,Juliaca,46.4
01/10/1982 00:00,Juliaca,48.7
01/11/1982 00:00,Juliaca,118.9
01/12/1982 00:00,Juliaca,17.5
01/01/1983 00:00,Juliaca,52.4
01/02/1983 00:00,Juliaca,102.8
01/03/1983 00:00,Juliaca,24.9
01/04/1983 00:00,Juliaca,40
01/05/1983 00:00,Juliaca,12
01/06/1983 00:00,Juliaca,0
01/07/1983 00:00,Juliaca,0
01/08/1983 00:00,Juliaca,0
01/09/1983 00:00,Juliaca,21
01/10/1983 00:00,Juliaca,23.4
01/11/1983 00:00,Juliaca,26.3
01/12/1983 00:00,Juliaca,117.9
01/01/1984 00:00,Juliaca,287.8
01/02/1984 00:00,Juliaca,189.8
01/03/1984 00:00,Juliaca,106.1
01/04/1984 00:00,Juliaca,77.1
01/05/1984 00:00,Juliaca,19.8
01/06/1984 00:00,Juliaca,20.8
01/07/1984 00:00,Juliaca,4
01/08/1984 00:00,Juliaca,15.5
01/09/1984 00:00,Juliaca,1
01/10/1984 00:00,Juliaca,109.7
01/11/1984 00:00,Juliaca,117.2
01/12/1984 00:00,Juliaca,95.8
01/01/1985 00:00,Juliaca,70.3
01/02/1985 00:00,Juliaca,190.7
01/03/1985 00:00,Juliaca,48.4
01/04/1985 00:00,Juliaca,76.5
01/05/1985 00:00,Juliaca,12.6
01/06/1985 00:00,Juliaca,33.4
01/07/1985 00:00,Juliaca,0
01/08/1985 00:00,Juliaca,2.3
01/09/1985 00:00,Juliaca,43.5
01/10/1985 00:00,Juliaca,59.4
01/11/1985 00:00,Juliaca,159.5
01/12/1985 00:00,Juliaca,149.3
01/01/1986 00:00,Juliaca,127.6
01/02/1986 00:00,Juliaca,134.7
01/03/1986 00:00,Juliaca,112.7
01/04/1986 00:00,Juliaca,104.8
01/05/1986 00:00,Juliaca,3
01/06/1986 00:00,Juliaca,0
01/07/1986 00:00,Juliaca,3.3
01/08/1986 00:00,Juliaca,7.5
01/09/1986 00:00,Juliaca,44.8
01/10/1986 00:00,Juliaca,2.9
01/11/1986 00:00,Juliaca,17.4
01/12/1986 00:00,Juliaca,131.9
01/01/1987 00:00,Juliaca,192.3
01/02/1987 00:00,Juliaca,33.7
01/03/1987 00:00,Juliaca,53.2
01/04/1987 00:00,Juliaca,10.4
01/05/1987 00:00,Juliaca,0
01/06/1987 00:00,Juliaca,29.9
01/07/1987 00:00,Juliaca,0
01/08/1987 00:00,Juliaca,6.4
01/09/1987 00:00,Juliaca,4.7
01/10/1987 00:00,Juliaca,37.8
01/11/1987 00:00,Juliaca,86.2
01/12/1987 00:00,Juliaca,36.8
01/01/1988 00:00,Juliaca,196.6
01/02/1988 00:00,Juliaca,48.9
01/03/1988 00:00,Juliaca,174.5
01/04/1988 00:00,Juliaca,86.8
01/05/1988 00:00,Juliaca,40
01/06/1988 00:00,Juliaca,3.185508335
01/07/1988 00:00,Juliaca,3.22508654
01/08/1988 00:00,Juliaca,3.185508335
01/09/1988 00:00,Juliaca,10.13021105
01/10/1988 00:00,Juliaca,33
01/11/1988 00:00,Juliaca,1.5
01/12/1988 00:00,Juliaca,80
01/01/1989 00:00,Juliaca,184.2
01/02/1989 00:00,Juliaca,99.3
01/03/1989 00:00,Juliaca,83.3
01/04/1989 00:00,Juliaca,30.8
01/05/1989 00:00,Juliaca,0
01/06/1989 00:00,Juliaca,4.4
01/07/1989 00:00,Juliaca,0
01/08/1989 00:00,Juliaca,4
01/09/1989 00:00,Juliaca,2.5
01/10/1989 00:00,Juliaca,13
01/11/1989 00:00,Juliaca,14.8
01/12/1989 00:00,Juliaca,58.8
01/01/1990 00:00,Juliaca,110.8
01/02/1990 00:00,Juliaca,35.8
01/03/1990 00:00,Juliaca,20.5
01/04/1990 00:00,Juliaca,25.4
01/05/1990 00:00,Juliaca,7
01/06/1990 00:00,Juliaca,36.5
01/07/1990 00:00,Juliaca,3.185508335
01/08/1990 00:00,Juliaca,7
01/09/1990 00:00,Juliaca,12
01/10/1990 00:00,Juliaca,41.4
01/11/1990 00:00,Juliaca,60.6
01/12/1990 00:00,Juliaca,88.1
01/01/1991 00:00,Juliaca,109.2
01/02/1991 00:00,Juliaca,47.8
01/03/1991 00:00,Juliaca,86.6
01/04/1991 00:00,Juliaca,46
01/05/1991 00:00,Juliaca,13
01/06/1991 00:00,Juliaca,51
01/07/1991 00:00,Juliaca,4
01/08/1991 00:00,Juliaca,1
01/09/1991 00:00,Juliaca,21.3
01/10/1991 00:00,Juliaca,27.3
01/11/1991 00:00,Juliaca,36.5
01/12/1991 00:00,Juliaca,55.7
01/01/1992 00:00,Juliaca,64.1
01/02/1992 00:00,Juliaca,80.8
01/03/1992 00:00,Juliaca,12
01/04/1992 00:00,Juliaca,30.5
01/05/1992 00:00,Juliaca,0
01/06/1992 00:00,Juliaca,0
01/07/1992 00:00,Juliaca,6.5
01/08/1992 00:00,Juliaca,39.6
01/09/1992 00:00,Juliaca,0
01/10/1992 00:00,Juliaca,58
01/11/1992 00:00,Juliaca,44.2897744
01/12/1992 00:00,Juliaca,76.50115761
01/01/1993 00:00,Juliaca,158.8
01/02/1993 00:00,Juliaca,45.8
01/03/1993 00:00,Juliaca,105.2
01/04/1993 00:00,Juliaca,54.5
01/05/1993 00:00,Juliaca,1.5
01/06/1993 00:00,Juliaca,0
01/07/1993 00:00,Juliaca,0
01/08/1993 00:00,Juliaca,28
01/09/1993 00:00,Juliaca,16
01/10/1993 00:00,Juliaca,71
01/11/1993 00:00,Juliaca,113
01/12/1993 00:00,Juliaca,89.5
01/01/1994 00:00,Juliaca,122.4
01/02/1994 00:00,Juliaca,98
01/03/1994 00:00,Juliaca,105
01/04/1994 00:00,Juliaca,60
01/05/1994 00:00,Juliaca,26
01/06/1994 00:00,Juliaca,0
01/07/1994 00:00,Juliaca,3.185508335
01/08/1994 00:00,Juliaca,3.185508335
01/09/1994 00:00,Juliaca,6.785824745
01/10/1994 00:00,Juliaca,15.63346227
01/11/1994 00:00,Juliaca,48.00317708
01/12/1994 00:00,Juliaca,76.22732893
01/01/1995 00:00,Juliaca,127
01/02/1995 00:00,Juliaca,98
01/03/1995 00:00,Juliaca,88
01/04/1995 00:00,Juliaca,19.2
01/05/1995 00:00,Juliaca,0
01/06/1995 00:00,Juliaca,3.185508335
01/07/1995 00:00,Juliaca,3.185508335
01/08/1995 00:00,Juliaca,5.599991472
01/09/1995 00:00,Juliaca,17.53306697
01/10/1995 00:00,Juliaca,14.68730593
01/11/1995 00:00,Juliaca,43.70288596
01/12/1995 00:00,Juliaca,53.36638339
01/01/1996 00:00,Juliaca,159.6568034
01/02/1996 00:00,Juliaca,84.42332281
01/03/1996 00:00,Juliaca,45
01/04/1996 00:00,Juliaca,29
01/05/1996 00:00,Juliaca,7
01/06/1996 00:00,Juliaca,0
01/07/1996 00:00,Juliaca,0
01/08/1996 00:00,Juliaca,2.5
01/09/1996 00:00,Juliaca,2
01/10/1996 00:00,Juliaca,21
01/11/1996 00:00,Juliaca,50
01/12/1996 00:00,Juliaca,69
01/01/1997 00:00,Juliaca,127
01/02/1997 00:00,Juliaca,140
01/03/1997 00:00,Juliaca,101.5
01/04/1997 00:00,Juliaca,81
01/05/1997 00:00,Juliaca,5.72297187
01/06/1997 00:00,Juliaca,3.185508335
01/07/1997 00:00,Juliaca,3.185508335
01/08/1997 00:00,Juliaca,17.56002881
01/09/1997 00:00,Juliaca,42.7388926
01/10/1997 00:00,Juliaca,37.61749641
01/11/1997 00:00,Juliaca,89.31877396
01/12/1997 00:00,Juliaca,77.48671607
01/01/1998 00:00,Juliaca,102.8588586
01/02/1998 00:00,Juliaca,129.1315052
01/03/1998 00:00,Juliaca,87.85157166
01/04/1998 00:00,Juliaca,20.85615134
01/05/1998 00:00,Juliaca,3.185508335
01/06/1998 00:00,Juliaca,3.985260441
01/07/1998 00:00,Juliaca,3.185508335
01/08/1998 00:00,Juliaca,4.532019237
01/09/1998 00:00,Juliaca,3.264664745
01/10/1998 00:00,Juliaca,29.35043867
01/11/1998 00:00,Juliaca,43.38071543
01/12/1998 00:00,Juliaca,39.01981409
01/01/1999 00:00,Juliaca,102.8732216
01/02/1999 00:00,Juliaca,87.60804726
01/03/1999 00:00,Juliaca,104.8497235
01/04/1999 00:00,Juliaca,93.66562726
01/05/1999 00:00,Juliaca,6.827580063
01/06/1999 00:00,Juliaca,3.904865005
01/07/1999 00:00,Juliaca,3.59701185
01/08/1999 00:00,Juliaca,3.921460362
01/09/1999 00:00,Juliaca,26.49718568
01/10/1999 00:00,Juliaca,86.39060196
01/11/1999 00:00,Juliaca,11.86803805
01/12/1999 00:00,Juliaca,66.51675851
01/01/2000 00:00,Juliaca,125.2228887
01/02/2000 00:00,Juliaca,132.3497164
01/03/2000 00:00,Juliaca,106.8181325
01/04/2000 00:00,Juliaca,42.21307162
01/05/2000 00:00,Juliaca,6.273032653
01/06/2000 00:00,Juliaca,5.71807743
01/07/2000 00:00,Juliaca,3.185508335
01/08/2000 00:00,Juliaca,8.230485482
01/09/2000 00:00,Juliaca,14.56649084
01/10/2000 00:00,Juliaca,71.22136606
01/11/2000 00:00,Juliaca,11.4888495
01/12/2000 00:00,Juliaca,92.10464984
01/01/2001 00:00,Juliaca,205.8903134
01/02/2001 00:00,Juliaca,162.9126888
01/03/2001 00:00,Juliaca,82.07315821
01/04/2001 00:00,Juliaca,42.4404309
01/05/2001 00:00,Juliaca,11.17588228
01/06/2001 00:00,Juliaca,4.542195559
01/07/2001 00:00,Juliaca,4.157920056
01/08/2001 00:00,Juliaca,11.65344594
01/09/2001 00:00,Juliaca,10
01/10/2001 00:00,Juliaca,71.5
01/11/2001 00:00,Juliaca,27.5
01/12/2001 00:00,Juliaca,63.1
01/01/2002 00:00,Juliaca,73
01/02/2002 00:00,Juliaca,158.4
01/03/2002 00:00,Juliaca,119.5
01/04/2002 00:00,Juliaca,54.2
01/05/2002 00:00,Juliaca,24
01/06/2002 00:00,Juliaca,3.4
01/07/2002 00:00,Juliaca,19.4
01/08/2002 00:00,Juliaca,16.7
01/09/2002 00:00,Juliaca,15.1
01/10/2002 00:00,Juliaca,143.1
01/11/2002 00:00,Juliaca,75.5
01/12/2002 00:00,Juliaca,99.9
01/01/2003 00:00,Juliaca,177.5
01/02/2003 00:00,Juliaca,80.1
01/03/2003 00:00,Juliaca,121.3
01/04/2003 00:00,Juliaca,10.7
01/05/2003 00:00,Juliaca,4.3
01/06/2003 00:00,Juliaca,4.4
01/07/2003 00:00,Juliaca,1.1
01/08/2003 00:00,Juliaca,0.6
01/09/2003 00:00,Juliaca,38.2
01/10/2003 00:00,Juliaca,16.9
01/11/2003 00:00,Juliaca,28.1
01/12/2003 00:00,Juliaca,162.9
01/01/2004 00:00,Juliaca,238.4
01/02/2004 00:00,Juliaca,96.3
01/03/2004 00:00,Juliaca,69.4
01/04/2004 00:00,Juliaca,28.2
01/05/2004 00:00,Juliaca,0
01/06/2004 00:00,Juliaca,0.2
01/07/2004 00:00,Juliaca,1.5
01/08/2004 00:00,Juliaca,24.3
01/09/2004 00:00,Juliaca,38.5
01/10/2004 00:00,Juliaca,7.2
01/11/2004 00:00,Juliaca,17.6
01/12/2004 00:00,Juliaca,72
01/01/2005 00:00,Juliaca,80.6
01/02/2005 00:00,Juliaca,242.9
01/03/2005 00:00,Juliaca,100.1
01/04/2005 00:00,Juliaca,46.7
01/05/2005 00:00,Juliaca,0
01/06/2005 00:00,Juliaca,0
01/07/2005 00:00,Juliaca,0
01/08/2005 00:00,Juliaca,1.8
01/09/2005 00:00,Juliaca,16
01/10/2005 00:00,Juliaca,82.9
01/11/2005 00:00,Juliaca,57.2
01/12/2005 00:00,Juliaca,92.6
01/01/2006 00:00,Juliaca,207.4
01/02/2006 00:00,Juliaca,50.8
01/03/2006 00:00,Juliaca,101.3
01/04/2006 00:00,Juliaca,20.7
01/05/2006 00:00,Juliaca,0.8
01/06/2006 00:00,Juliaca,2
01/07/2006 00:00,Juliaca,0
01/08/2006 00:00,Juliaca,1.5
01/09/2006 00:00,Juliaca,36.42909337
01/10/2006 00:00,Juliaca,61.4
01/11/2006 00:00,Juliaca,77.6
01/12/2006 00:00,Juliaca,73.9
01/01/2007 00:00,Juliaca,92.4
01/02/2007 00:00,Juliaca,43.7
01/03/2007 00:00,Juliaca,235
01/04/2007 00:00,Juliaca,66.1
01/05/2007 00:00,Juliaca,9.957067369
01/06/2007 00:00,Juliaca,0.2
01/07/2007 00:00,Juliaca,6.5
01/08/2007 00:00,Juliaca,0.8
01/09/2007 00:00,Juliaca,18.2
01/10/2007 00:00,Juliaca,31.39179459
01/11/2007 00:00,Juliaca,84.6
01/12/2007 00:00,Juliaca,75.34967121
01/01/2008 00:00,Juliaca,220.8
01/02/2008 00:00,Juliaca,69.1
01/03/2008 00:00,Juliaca,58.5
01/04/2008 00:00,Juliaca,6.235427382
01/05/2008 00:00,Juliaca,0.6
01/06/2008 00:00,Juliaca,1
01/07/2008 00:00,Juliaca,3.185508335
01/08/2008 00:00,Juliaca,1.1
01/09/2008 00:00,Juliaca,1.8
01/10/2008 00:00,Juliaca,61.3
01/11/2008 00:00,Juliaca,37.1
01/12/2008 00:00,Juliaca,203.2
01/01/2009 00:00,Juliaca,85.9
01/02/2009 00:00,Juliaca,170.9
01/03/2009 00:00,Juliaca,95.9
01/04/2009 00:00,Juliaca,31.98802127
01/05/2009 00:00,Juliaca,0
01/06/2009 00:00,Juliaca,0
01/07/2009 00:00,Juliaca,1
01/08/2009 00:00,Juliaca,3.298157924
01/09/2009 00:00,Juliaca,7.5
01/10/2009 00:00,Juliaca,30.69359978
01/11/2009 00:00,Juliaca,83.8
01/12/2009 00:00,Juliaca,73.53736426
01/01/2010 00:00,Juliaca,98.7
01/02/2010 00:00,Juliaca,127.6
01/03/2010 00:00,Juliaca,47
01/04/2010 00:00,Juliaca,7.7
01/05/2010 00:00,Juliaca,13.8
01/06/2010 00:00,Juliaca,0.4
01/07/2010 00:00,Juliaca,0.4
01/08/2010 00:00,Juliaca,0
01/09/2010 00:00,Juliaca,0.4
01/10/2010 00:00,Juliaca,25.6
01/11/2010 00:00,Juliaca,19.9
01/12/2010 00:00,Juliaca,98.6
01/01/2011 00:00,Juliaca,49.2
01/02/2011 00:00,Juliaca,184
01/03/2011 00:00,Juliaca,74
01/04/2011 00:00,Juliaca,12.7
01/05/2011 00:00,Juliaca,5.8
01/06/2011 00:00,Juliaca,0
01/07/2011 00:00,Juliaca,5.9
01/08/2011 00:00,Juliaca,4.7
01/09/2011 00:00,Juliaca,18.5
01/10/2011 00:00,Juliaca,32
01/11/2011 00:00,Juliaca,56.7
01/12/2011 00:00,Juliaca,225.72969
01/01/2012 00:00,Juliaca,129.2
01/02/2012 00:00,Juliaca,147.8
01/03/2012 00:00,Juliaca,124.8
01/04/2012 00:00,Juliaca,62.7
01/05/2012 00:00,Juliaca,0
01/06/2012 00:00,Juliaca,3.185508335
01/07/2012 00:00,Juliaca,3.864667287
01/08/2012 00:00,Juliaca,20.3
01/09/2012 00:00,Juliaca,0.4
01/10/2012 00:00,Juliaca,10.1
01/11/2012 00:00,Juliaca,50.50367196
01/12/2012 00:00,Juliaca,160.7920369
01/01/2013 00:00,Juliaca,117.5448762
01/02/2013 00:00,Juliaca,133.7
01/03/2013 00:00,Juliaca,50
01/04/2013 00:00,Juliaca,9.6
01/05/2013 00:00,Juliaca,5
01/06/2013 00:00,Juliaca,7
01/07/2013 00:00,Juliaca,2.5
01/08/2013 00:00,Juliaca,7.9
01/09/2013 00:00,Juliaca,10.59793571
01/10/2013 00:00,Juliaca,38
01/11/2013 00:00,Juliaca,38.3
01/12/2013 00:00,Juliaca,140.7
01/01/2014 00:00,Juliaca,215.4
01/02/2014 00:00,Juliaca,53.7
01/03/2014 00:00,Juliaca,82.3
01/04/2014 00:00,Juliaca,33.2
01/05/2014 00:00,Juliaca,0.4
01/06/2014 00:00,Juliaca,0.1
01/07/2014 00:00,Juliaca,6.8
01/08/2014 00:00,Juliaca,8.9
01/09/2014 00:00,Juliaca,71.5
01/10/2014 00:00,Juliaca,88.5
01/11/2014 00:00,Juliaca,25.5
01/12/2014 00:00,Juliaca,79.8
01/01/2015 00:00,Juliaca,96
01/02/2015 00:00,Juliaca,95.9
01/03/2015 00:00,Juliaca,80.7
01/04/2015 00:00,Juliaca,169.1
01/05/2015 00:00,Juliaca,3.4
01/06/2015 00:00,Juliaca,1.2
01/07/2015 00:00,Juliaca,3.5
01/08/2015 00:00,Juliaca,9.7
01/09/2015 00:00,Juliaca,52.7
01/10/2015 00:00,Juliaca,41.2
01/11/2015 00:00,Juliaca,29.8
01/12/2015 00:00,Juliaca,95.7
01/01/2016 00:00,Juliaca,75.3
01/02/2016 00:00,Juliaca,197.7
01/03/2016 00:00,Juliaca,37.57883215
01/04/2016 00:00,Juliaca,62.9
01/05/2016 00:00,Juliaca,0
01/06/2016 00:00,Juliaca,1.8
01/07/2016 00:00,Juliaca,7.7
01/08/2016 00:00,Juliaca,0
01/09/2016 00:00,Juliaca,0.8
01/10/2016 00:00,Juliaca,37.7
01/11/2016 00:00,Juliaca,10
01/12/2016 00:00,Juliaca,67.9
01/01/2017 00:00,Juliaca,115.7
01/02/2017 00:00,Juliaca,73.1
01/03/2017 00:00,Juliaca,126.8
01/04/2017 00:00,Juliaca,43.9
01/05/2017 00:00,Juliaca,19.3
01/06/2017 00:00,Juliaca,0
01/07/2017 00:00,Juliaca,5.1
01/08/2017 00:00,Juliaca,0
01/09/2017 00:00,Juliaca,51.2
01/10/2017 00:00,Juliaca,69.9
01/11/2017 00:00,Juliaca,37.6
01/12/2017 00:00,Juliaca,140.8
01/01/2018 00:00,Juliaca,125.7
